name,type,city,internship_open,paid,monthly_stipend_eur,response_status,address,source_url,last_checked,notes,lat,lon,loc
Asociacion de Azucareros del Istmo Centroame,trade association,Brussels,unknown,unknown,,classified,"Trierstraat 49, 1000 Brussels",https://azucardecentroamerica.com,2026-07,EU Transparency Register; location approximate (postcode-level).,50.844712,4.373699,approx
Conciliation Resources,NGO,Brussels,unknown,unknown,,classified,"Hive5 Cours Saint MichelCours Saint Michel 30B, 1040 Brussels",https://www.c-r.org/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.831481,4.393201,approx
Reckitt Benckiser ENA B.V.,company,Brussels,unknown,unknown,,classified,"Boulevard Industriel 13b, 1070 Brussels",https://transparency-register.europa.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.826927,4.293439,approx
EVONIK INDUSTRIES AG,company,Brussels,unknown,unknown,,classified,"Evonik Industries AGRue Marie de Bourgogne 58, BE-1000 Brussels",http://www.evonik.com,2026-07,EU Transparency Register; location approximate (postcode-level).,50.84992,4.372062,approx
FRENCH AUTOMOTIVE&MOBILITY NETWORK,NGO,Brussels,unknown,unknown,,classified,"Rue d'Arlon 25c/o Topos Parlement, 1050 Brussels",https://frenchautomobility.eu/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.825147,4.371573,approx
European Organisation for Technical Assessment,NGO,Brussels,unknown,unknown,,classified,"Avenue de Cortenbergh 71, 1000 Brussels",https://www.eota.eu/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.844227,4.368736,approx
Mental Health Europe - Santé Mentale Europe,NGO,Brussels,unknown,unknown,,classified,"Rue de la presse 4, 1000 Brussels",http://www.mentalhealtheurope.org,2026-07,EU Transparency Register; location approximate (postcode-level).,50.848971,4.375367,approx
Blood Transfusion Association,trade association,Brussels,unknown,unknown,,classified,"Rue Guimard 10, 1040 Brussels",http://www.bloodtransfusionassociation.org/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.834479,4.388782,approx
European Judicial Training Network,NGO,Brussels,unknown,unknown,,classified,"Avenue des Arts 53, 1000 Brussels",https://ejtn.eu/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.844101,4.363848,approx
Lega Nazionale delle Cooperative e Mutue,trade association,Brussels,unknown,unknown,,classified,"Square Ambiorix 32, 1000 Brussels",https://www.legacoop.coop/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.848531,4.37186,approx
European Regions Research and Innovation Network,NGO,Brussels,unknown,unknown,,classified,"3 rue du Luxembourg, 1000 Brussels",http://errin.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.847897,4.369891,approx
Equinet - the European Network of Equality Bodies,NGO,Brussels,unknown,unknown,,classified,"Place Victor Horta 40, 1060 Brussels",https://www.equineteurope.org,2026-07,EU Transparency Register; location approximate (postcode-level).,50.827147,4.339744,approx
TIC Council,trade association,Brussels,unknown,unknown,,classified,"Rue du Commerce 20-22, 1000 Brussels",http://www.tic-council.org,2026-07,EU Transparency Register; location approximate (postcode-level).,50.849538,4.361285,approx
Eurocord AiSBL,NGO,Brussels,unknown,unknown,,classified,"Cantersteen 47SQ Central, 1000 Brussels",https://www.eurocord.com,2026-07,EU Transparency Register; location approximate (postcode-level).,50.846927,4.361398,approx
Stakeholder Political Alliance for Radioligand Cancer Therapies,NGO,Brussels,unknown,unknown,,classified,"C/O RPP Group 10 Rue Guimard,1040 Brussels, BELGIUM, 1040 Brussels",http://sparc-europe.com/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.835316,4.400072,approx
Carl Zeiss AG,company,Brussels,unknown,unknown,,classified,"ZEISSRue Marie de Bourgogne 58, 1000 Brussels",http://www.zeiss.com,2026-07,EU Transparency Register; location approximate (postcode-level).,50.847782,4.370669,approx
Federation Nationale des Transports Routiers,trade union,Brussels,unknown,unknown,,classified,"avenue des Arts 50, 1000 Brussels",https://transparency-register.europa.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.850623,4.370268,approx
FRENCH net,NGO,Brussels,unknown,unknown,,classified,"Avenue Edmond Candries 29, 1080 Brussels",https://frenchnet.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.851478,4.322031,approx
Transatlantic Policy Network,NGO,Brussels,unknown,unknown,,classified,"115 Rue Froissart, 1040 Brussels",http://www.tpnonline.org/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.837667,4.395372,approx
FEDUSTRIA,trade association,Brussels,unknown,unknown,,classified,"Hof ter Vleestdreef 5, 1070 Brussels",http://www.fedustria.be,2026-07,EU Transparency Register; location approximate (postcode-level).,50.830295,4.283945,approx
World Uyghur Congress,NGO,Brussels,unknown,unknown,,classified,"Rue de Trèves 49, 1000 Brussels",https://www.uyghurcongress.org,2026-07,EU Transparency Register; location approximate (postcode-level).,50.847294,4.370942,approx
Capital Cities and Regions Network,public authority,Brussels,unknown,unknown,,classified,"Rue Montoyer 39, 1000 Brussels",https://transparency-register.europa.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.851138,4.365503,approx
SEMI Europe GmbH,trade association,Brussels,unknown,unknown,,classified,"Rue du Commerce 124, 1000 Brussels",https://www.semi.org/en/semi-news/topic/europe,2026-07,EU Transparency Register; location approximate (postcode-level).,50.845066,4.361325,approx
China Council for the Promotion of International Trade,other,Brussels,unknown,unknown,,classified,"Avenue gustave demey 131, 1160 Brussels",https://en.ccpit.org/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.810577,4.434135,approx
NEWS MEDIA COALITION,trade association,Brussels,unknown,unknown,,classified,"Rue de la Loi1555, 1040 Brussels",http://www.newsmediacoalition.org,2026-07,EU Transparency Register; location approximate (postcode-level).,50.833245,4.397383,approx
European Union of the Deaf,NGO,Brussels,unknown,unknown,,classified,"Rue de la Loi - Wetstraat 26/15  1040 Brussels, 1040 Brussels",https://transparency-register.europa.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.838437,4.395385,approx
ELECTA,NGO,Brussels,unknown,unknown,,classified,"37, Place Jamblinne de Meux, 1030 Brussels",https://transparency-register.europa.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.857975,4.389427,approx
Trilligent,consultancy,Brussels,unknown,unknown,,classified,"SPACES Brussels Court of JusticeRue aux Laines 70, 1000 Brussels",https://www.trilligent.com/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.850411,4.369553,approx
Grand Port Fluvio-maritime de l'Axe Seine,public/mixed,Brussels,unknown,unknown,,classified,"66, avenue de Cortenbergh, 1000 Brussels",http://www.haropaport.com,2026-07,EU Transparency Register; location approximate (postcode-level).,50.84744,4.375295,approx
Salzgitter AG,company,Brussels,unknown,unknown,,classified,"Rue Montoyer 61, 1000 Brussels",http://www.salzgitter-ag.de/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.851268,4.365086,approx
Sibelga,public/mixed,Brussels,unknown,unknown,,classified,"quai des Usines 16, 1000 Brussels",http://www.sibelga.be,2026-07,EU Transparency Register; location approximate (postcode-level).,50.850052,4.359757,approx
Bureau Brussel Vewin - Unie van Waterschappen,public authority,Brussels,unknown,unknown,,classified,"Square de Meeus 38-40, 1000 Brussels",https://www.uvw.nl/contact/bureau-brussel/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.850184,4.359468,approx
Energy Storage Europe,trade association,Brussels,unknown,unknown,,classified,"Avenue Adolphe Lacomblé, 59/8, 1030 Brussels",http://www.energystorageeurope.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.859701,4.390181,approx
Sports Rights Owners' Coalition,trade association,Brussels,unknown,unknown,,classified,"SROCc/o Forward Global, 1000 Brussels",https://transparency-register.europa.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.841005,4.366857,approx
Association Occitanie Europe,public authority,Brussels,unknown,unknown,,classified,"Rond-Point Schuman 14, 1040 Brussels",http://www.occitanie-europe.eu/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.835738,4.396084,approx
Deutsche Bahn AG,company,Brussels,unknown,unknown,,classified,"Rue d'Arlon 50, 1000 Brussels",https://www.deutschebahn.com/de,2026-07,EU Transparency Register; location approximate (postcode-level).,50.842177,4.366435,approx
TotalEnergies SE,company,Brussels,unknown,unknown,,classified,"Boulevard Anspach, 1, 1000 Brussels",https://www.totalenergies.com/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.843394,4.37148,approx
PETCORE EUROPE,trade association,Brussels,unknown,unknown,,classified,"Avenue de Broqueville 12The Nestwork - Duke 1st Floor, 1150 Brussels",https://www.petcore-europe.org,2026-07,EU Transparency Register; location approximate (postcode-level).,50.833954,4.444215,approx
NRW.BANK,public/mixed,Brussels,unknown,unknown,,classified,"Rue Montoyer 47, 1000 Brussels",https://www.nrwbank.de,2026-07,EU Transparency Register; location approximate (postcode-level).,50.848519,4.365186,approx
"The International Lesbian, Gay, Bisexual, Transgender, Queer & Intersex (LGBTQI) Youth & Student Organisation",NGO,Brussels,unknown,unknown,,classified,"Rue d'Edimbourg 26, 1050 Brussels",http://www.iglyo.org,2026-07,EU Transparency Register; location approximate (postcode-level).,50.822799,4.379627,approx
Global Exchange Network Association,trade association,Brussels,unknown,unknown,,classified,"66 avenue de Cortenbergh, 1000 Brussels",http://www.gena.net,2026-07,EU Transparency Register; location approximate (postcode-level).,50.848476,4.360395,approx
European Cosmetics Responsible Person Association,trade union,Brussels,unknown,unknown,,classified,"Bd Wahis 53, 1030 Brussels",http://www.erpacosmetics.com,2026-07,EU Transparency Register; location approximate (postcode-level).,50.860841,4.393925,approx
Reusable Packaging Europe,trade association,Brussels,unknown,unknown,,classified,"Rue du Commerce 31, 1000 Brussels",https://rpeurope.eu/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.846149,4.375985,approx
VERBUND AG,company,Brussels,unknown,unknown,,classified,"VERBUND AG EU-RepresentationRue Belliard 40, 1040 Brussels",http://www.verbund.com,2026-07,EU Transparency Register; location approximate (postcode-level).,50.834334,4.383644,approx
Bundesverband der Deutschen Luft- und Raumfahrtindustrie e. V.,trade association,Brussels,unknown,unknown,,classified,"Rue Marie de Bourgogne 58, 1000 Brussels",http://www.bdli.de,2026-07,EU Transparency Register; location approximate (postcode-level).,50.844291,4.366552,approx
International Betting Integrity Association,trade association,Brussels,unknown,unknown,,classified,"Rond Point Schuman, 11, 1040 Brussels",https://ibia.bet/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.836384,4.38894,approx
European Food Law Association,NGO,Brussels,unknown,unknown,,classified,"Avenue de Tervueren 13, 1040 Brussels",http://www.efla-aeda.org,2026-07,EU Transparency Register; location approximate (postcode-level).,50.834495,4.389642,approx
Confederación Cubana Anti-Totalitarismo y por la Democracia,NGO,Brussels,unknown,unknown,,classified,"Gustave Norga 34. BD01, 1140 Brussels",https://www.confederacioncubanaanti-totalitarismoyporlademocracia.com/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.874754,4.407972,approx
Lufthansa Group,company,Brussels,unknown,unknown,,classified,"Rue du Luxembourg 3, 1000 Brussels",http://www.lufthansagroup.com/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.844411,4.365043,approx
Comité Européen de Constructeurs d'Instruments de Pesage,trade association,Brussels,unknown,unknown,,classified,"Avenue de Tervueren 188A2nd Floor, 1150 Brussels",http://www.cecip.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.828476,4.443016,approx
European Association of Zoos and Aquaria,NGO,Brussels,unknown,unknown,,classified,"c/o IUCN Europe Regional OfficeBlvd Schmidt 64, 1040 Brussels",http://www.eaza.net,2026-07,EU Transparency Register; location approximate (postcode-level).,50.831778,4.394227,approx
Downstream Users of Chemicals Co-ordination Group,trade association,Brussels,unknown,unknown,,classified,"Boulevard du Souverain 165c/o A.I.S.E., 1160 Brussels",http://www.ducc.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.80942,4.444272,approx
Business Bridge Europe,consultancy,Brussels,unknown,unknown,,classified,"avenue des Arts, 47 3rd floor, 1000 Brussels",http://www.b-bridge.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.842987,4.367669,approx
IVECO GROUP N.V.,company,Brussels,unknown,unknown,,classified,"Avenue des Arts 50, 1000 Brussels",https://transparency-register.europa.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.84921,4.363114,approx
European Utilities Telecom Council,trade association,Brussels,unknown,unknown,,classified,"Avenue Marnix 30, 1000 Brussels",http://eutc.org/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.84857,4.368955,approx
European Movement International,NGO,Brussels,unknown,unknown,,classified,"Place Luxembourg 2, 1050 Brussels",http://www.europeanmovement.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.81955,4.384513,approx
European Materials Handling Federation,trade association,Brussels,unknown,unknown,,classified,"Avenue des Arts 56, 1000 Brussels",http://www.fem-eur.com,2026-07,EU Transparency Register; location approximate (postcode-level).,50.849372,4.36927,approx
MARKENVERBAND,trade association,Brussels,unknown,unknown,,classified,"Rue Marie de Bourgogne 58, 1000 Brussels",http://www.markenverband.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.844443,4.365808,approx
European Union of Associations of Translations Companies AISBL Reg no 092927343009-48,trade union,Brussels,unknown,unknown,,classified,"4 rue de la Presse, 1000 Brussels",https://euatc.org,2026-07,EU Transparency Register; location approximate (postcode-level).,50.841492,4.368197,approx
EuroGOOS AISBL,NGO,Brussels,unknown,unknown,,classified,"Rue Vautier 29, 1000 Brussels",http://eurogoos.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.846382,4.36232,approx
Association of European Radios,trade association,Brussels,unknown,unknown,,classified,"Square de Meeûs 35, 1000 Brussels",http://www.aereurope.org,2026-07,EU Transparency Register; location approximate (postcode-level).,50.847784,4.364463,approx
Generation Climate Europe AISBL,NGO,Brussels,unknown,unknown,,classified,"Rue des Deux Eglises 14-16, 1000 Brussels",https://gceurope.org/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.846964,4.358049,approx
European Health Professionals Competent Authorities,trade union,Brussels,unknown,unknown,,classified,"Avenue Henri Jaspar, 94, 1060 Brussels",https://www.eurheca.eu/en/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.828595,4.3424,approx
Transatlantic Consumer Dialogue,NGO,Brussels,unknown,unknown,,classified,"Rue d'Arlon 80, 1040 Brussels",http://www.tacd.org,2026-07,EU Transparency Register; location approximate (postcode-level).,50.833382,4.387146,approx
BLUE STAR STRATEGIES SAS,consultancy,Brussels,unknown,unknown,,classified,"rue du Commerce, 31, 1000 Brussels",http://www.bluestarstrategies.com,2026-07,EU Transparency Register; location approximate (postcode-level).,50.84782,4.364767,approx
European Dredging Association,trade association,Brussels,unknown,unknown,,classified,"Boulevard de la Woluwe, 42, 1200 Brussels",http://www.european-dredging.eu/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.85097,4.435086,approx
Zentraler Immobilien Ausschuss,trade association,Brussels,unknown,unknown,,classified,"3 rue du LuxemburgBrüssel, 1000 Brussels",http://www.zia-deutschland.de,2026-07,EU Transparency Register; location approximate (postcode-level).,50.846163,4.373035,approx
EuropeanIssuers,trade association,Brussels,unknown,unknown,,classified,"Rue de la Science 21-23, 1040 Brussels",http://www.europeanissuers.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.839611,4.391783,approx
PREPARE Partnership for Rural Europe AISBL,NGO,Brussels,unknown,unknown,,classified,"Chaussee Saint Pierre 260, 1040 Brussels",https://prepare-network.eu/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.835044,4.384078,approx
European Secure Parking Organisation,trade association,Brussels,unknown,unknown,,classified,"Avenue de Cortenbergh 52, 1000 Brussels",http://www.esporg.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.849552,4.375035,approx
Fédération bancaire française,trade association,Brussels,unknown,unknown,,classified,"Avenue des Arts 56, 1000 Brussels",http://www.fbf.fr/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.842678,4.360506,approx
European Snacks Association,trade association,Brussels,unknown,unknown,,classified,"Rue des Deux Eglises 26, 1000 Brussels",http://www.esasnacks.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.850922,4.362031,approx
European Alliance to Save Energy,trade association,Brussels,unknown,unknown,,classified,"Rue Philippe Le Bon 15, 1000 Brussels",http://www.euase.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.848421,4.370481,approx
South Asia Democratic Forum,think tank,Brussels,unknown,unknown,,classified,"Avenue Paul Hymans124, 1200 Brussels",http://www.sadf.online,2026-07,EU Transparency Register; location approximate (postcode-level).,50.851053,4.425386,approx
Europa Insights,consultancy,Brussels,unknown,unknown,,classified,"87 Avenue Louise, 1050 Brussels",http://www.europa-insights.com,2026-07,EU Transparency Register; location approximate (postcode-level).,50.820817,4.367726,approx
European Association of Internal Combustion Engine and Alternative Powertrain Manufacturers,trade association,Brussels,unknown,unknown,,classified,"Rue Joseph Stevens 712th Floor, 1000 Brussels",https://www.euromot.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.84285,4.361722,approx
FÉDÉRATION EUROPÉENNE DES AUTO-ÉCOLES,trade association,Brussels,unknown,unknown,,classified,"17, Rue de la Jonchaie, 1040 Brussels",https://transparency-register.europa.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.831627,4.388845,approx
European Consumer Centre Belgium,NGO,Brussels,unknown,unknown,,classified,"Koning Albert II laan 16, 1000 Brussels",https://www.eccbelgium.be,2026-07,EU Transparency Register; location approximate (postcode-level).,50.84889,4.357899,approx
"Allianz Deutscher Produzentinnen und Produzenten – Film, Fernsehen und Audiovisuelle Medien e.V.",trade association,Brussels,unknown,unknown,,classified,"Rue de l'Industrie 4 box 3, 1000 Brussels",http://www.produktionsallianz.de,2026-07,EU Transparency Register; location approximate (postcode-level).,50.84868,4.369994,approx
DYNAMO INTERNATIONAL,NGO,Brussels,unknown,unknown,,classified,"Rue de l'étoile, 22, 1180 Brussels",http://www.dynamointernational.org,2026-07,EU Transparency Register; location approximate (postcode-level).,50.791588,4.356672,approx
EUROCAM,NGO,Brussels,unknown,unknown,,classified,"Troonstraat, 194, 1050 Brussels",http://www.cam-europe.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.81934,4.382061,approx
Eureka Network AISBL,public authority,Brussels,unknown,unknown,,classified,"Avenue de Tervueren 2, 1040 Brussels",http://www.eurekanetwork.org,2026-07,EU Transparency Register; location approximate (postcode-level).,50.834971,4.388559,approx
EUROPEAN TESTING INSPECTION & CERTIFICATION SYSTEM,trade association,Brussels,unknown,unknown,,classified,"29, RUE DES DEUX EGLISES, 1000 Brussels",http://www.etics.org,2026-07,EU Transparency Register; location approximate (postcode-level).,50.847934,4.363773,approx
Sappi Europe SA,company,Brussels,unknown,unknown,,classified,"166 Chaussée de la Hulpe, 1170 Brussels",https://www.sappi.com,2026-07,EU Transparency Register; location approximate (postcode-level).,50.789732,4.429962,approx
International Rehabilitation Council for Torture Victims,NGO,Brussels,unknown,unknown,,classified,"Nĳverheidsstraat 10Mundo-j, 1000 Brussels",http://www.irct.org,2026-07,EU Transparency Register; location approximate (postcode-level).,50.84323,4.370158,approx
Consortium of European Taxonomic Facilities,NGO,Brussels,unknown,unknown,,classified,"Rue Vautier, 29, 1000 Brussels",http://www.cetaf.org,2026-07,EU Transparency Register; location approximate (postcode-level).,50.844462,4.373573,approx
Belgian-Italian Chamber of Commerce,trade association,Brussels,unknown,unknown,,classified,"Avenue Henri Jaspar, 113, 1060 Brussels",http://www.ccitabel.com,2026-07,EU Transparency Register; location approximate (postcode-level).,50.829187,4.340814,approx
Network of Afghan Diaspora Organisations in Europe,NGO,Brussels,unknown,unknown,,classified,"Boulevard Edmond Machtens 104/19, 1080 Brussels",https://nadoe.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.854117,4.320352,approx
Unhack Democracy,NGO,Brussels,unknown,unknown,,classified,"10 Square Ambiorix, 1000 Brussels",http://www.unhackdemocracy.eu/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.84503,4.361848,approx
The Polish Institute of International Affairs,think tank,Brussels,unknown,unknown,,classified,"Rue Belliard 40, 1040 Brussels",https://pism.pl/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.831067,4.390394,approx
Unilever,company,Brussels,unknown,unknown,,classified,"Unilever EU OfficeAvenue des Arts 56, 1000 Brussels",https://www.unilever.com/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.848011,4.363433,approx
EUROPEAN CARPET AND RUG ASSOCIATION,trade association,Brussels,unknown,unknown,,classified,"Rue Belliard 40, 1040 Brussels",https://ecra.eu/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.83156,4.388518,approx
28DIGITAL IVZW,NGO,Brussels,unknown,unknown,,classified,"Rue Guimard 7, 1040 Brussels",https://transparency-register.europa.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.833237,4.389184,approx
"European Coordination Committee of the Radiological, Electromedical and healthcare IT Industry",trade association,Brussels,unknown,unknown,,classified,"Square de Meeûs, 35, 1000 Brussels",https://www.cocir.org,2026-07,EU Transparency Register; location approximate (postcode-level).,50.849789,4.370308,approx
Brussels Institute for Geopolitics,think tank,Brussels,unknown,unknown,,classified,"Avenue Palmerston 4, 1000 Brussels",https://big-europe.eu/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.849846,4.359962,approx
Buy Better to Build Better Coalition,public/mixed,Brussels,unknown,unknown,,classified,"WeWork Rue du Commerce 31 1000 Brussels BELGIUM, 1000 Brussels",https://transparency-register.europa.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.844265,4.359832,approx
European Winding Wires Association,trade union,Brussels,unknown,unknown,,classified,"500 avenue Louise, 1050 Brussels",https://transparency-register.europa.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.821385,4.380659,approx
Modern Building Alliance,trade association,Brussels,unknown,unknown,,classified,"Rue Defacqz 52, 1050 Brussels",http://www.modernbuildingalliance.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.819651,4.374985,approx
Bunge Ltd,company,Brussels,unknown,unknown,,classified,"Rue de la Loi, 221, 1040 Brussels",http://www.bunge.com/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.832463,4.387514,approx
World Federation of Advertisers,trade association,Brussels,unknown,unknown,,classified,"Avenue Louise, 140 - 7th Floor, 1050 Brussels",http://www.wfanet.org,2026-07,EU Transparency Register; location approximate (postcode-level).,50.824847,4.37791,approx
"AI, Data, Robotics asbl",NGO,Brussels,unknown,unknown,,classified,"Rue Belliard 40, 1040 Brussels",https://adr-association.eu/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.837214,4.398126,approx
GCI Health Brussels,consultancy,Brussels,unknown,unknown,,classified,"Square de Meeus 37, 1000 Brussels",https://gcihealth.com/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.846799,4.373061,approx
Mazagan,consultancy,Brussels,unknown,unknown,,classified,"rue du commerce 31, 1000 Brussels",https://transparency-register.europa.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.846557,4.369019,approx
Covestro AG,company,Brussels,unknown,unknown,,classified,"1 Square de Meeûs, 1000 Brussels",http://www.covestro.com,2026-07,EU Transparency Register; location approximate (postcode-level).,50.849545,4.360412,approx
African International Institute for Peace ASBL,NGO,Brussels,unknown,unknown,,classified,"Av Louise 209ABTE 7, 1050 Brussels",https://afiipinternational.org/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.822558,4.3747,approx
Bond Beter Leefmilieu Vlaanderen vzw,NGO,Brussels,unknown,unknown,,classified,"Tweekerkenstraat 47, 1000 Brussels",https://transparency-register.europa.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.843203,4.359263,approx
Lighthouse Europe,consultancy,Brussels,unknown,unknown,,classified,"Rue de la Loi 23, 1040 Brussels",https://www.lighthouseeurope.com/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.835653,4.396552,approx
Whitehouse Communications Ltd,consultancy,Brussels,unknown,unknown,,classified,"Square de Meus 35, 1000 Brussels",https://transparency-register.europa.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.85278,4.367844,approx
Erste Lesung BV,consultancy,Brussels,unknown,unknown,,classified,"Square de Meeûs, 1000 Brussels",http://www.erstelesung.de,2026-07,EU Transparency Register; location approximate (postcode-level).,50.84463,4.35873,approx
Eurobitume,trade association,Brussels,unknown,unknown,,classified,"Avenue des Nerviens 85, B-1040 Brussels",https://transparency-register.europa.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,,,approx
NC+,consultancy,Brussels,unknown,unknown,,classified,"Boulevard Charlemagne 27A, 1000 Brussels",http://www.ncplus.com,2026-07,EU Transparency Register; location approximate (postcode-level).,50.849698,4.366145,approx
BSLAW Brussels,law firm,Brussels,unknown,unknown,,classified,"Avenue Michel-Ange 10, 1000 Brussels",https://www.bslawbrussels.com/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.845029,4.357725,approx
German Tax Advisers,trade union,Brussels,unknown,unknown,,classified,"Rue Montoyer 25, 1000 Brussels",https://www.germantaxadvisers.eu/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.841921,4.37035,approx
ACTION CONTRE LA FAIM,NGO,Brussels,unknown,unknown,,classified,"44 rue de l'Arbre Bénit, 1050 Brussels",https://www.actioncontrelafaim.org,2026-07,EU Transparency Register; location approximate (postcode-level).,50.818522,4.372464,approx
Advisory Council for Aviation Research and Innovation in Europe,public/mixed,Brussels,unknown,unknown,,classified,"Rue du Trone 98c/o DLR Brussels office, 1050 Brussels",https://www.acare4europe.org/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.818734,4.378879,approx
Haider Global,consultancy,Brussels,unknown,unknown,,classified,"56 Avenues des Arts Brussels, B1000 Brussels",https://transparency-register.europa.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,,,approx
Pan-European Personal Pension Providers Association,NGO,Brussels,unknown,unknown,,classified,"Regentlaan, 54, 1000 Brussels",https://transparency-register.europa.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.846964,4.363824,approx
"HARMON CORPORATE AFFAIRS,  SL",consultancy,Brussels,unknown,unknown,,classified,"Avenue Louise231, 1050 Brussels",https://harmon.es/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.817121,4.380496,approx
Deutsche Börse AG,company,Brussels,unknown,unknown,,classified,"Square de Meeus 5-6, 1000 Brussels",http://www.deutsche-boerse.com,2026-07,EU Transparency Register; location approximate (postcode-level).,50.843525,4.366787,approx
Forum des Jeunes,public/mixed,Brussels,unknown,unknown,,classified,"Rue du Commerce 68A, 1040 Brussels",https://transparency-register.europa.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.83481,4.400687,approx
Global Governance Institute,think tank,Brussels,unknown,unknown,,classified,"Cours Saint Michel 30a, 1040 Brussels",https://www.globalgovernance.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.839026,4.3969,approx
D-WISE Network,NGO,Brussels,unknown,unknown,,classified,"Avenue Cortenbergh 100, 1000 Brussels",https://d-wisenetwork.eu/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.84458,4.368873,approx
Fibre Packaging Europe,public/mixed,Brussels,unknown,unknown,,classified,"Avenue des Arts 47, 1000 Brussels",https://www.fibre-packaging.eu/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.848035,4.371508,approx
European Diisocyanate and Polyol Producers Association,trade association,Brussels,unknown,unknown,,classified,"Rue Belliard 65, 1040 Brussels",http://www.isopa.org,2026-07,EU Transparency Register; location approximate (postcode-level).,50.83741,4.397879,approx
EUROPEAN SPAS ASSOCIATION,trade association,Brussels,unknown,unknown,,classified,"De Crayer straat 7, 1000 Brussels",https://europeanspas.eu/post-corona-treatments/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.849009,4.361054,approx
